assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_percent,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,1993-02-27,2,220,False,True,100,100,0,0.0,30,84182,None,,0,0,-3,3,10.0,439,10,0,0.0,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,35.30,1.76,0.0,Alphonse,0.0,546,85,37,1.85,0,False,57.9,277,16,600,False,570.4,96,16,,1800,,2026-04-05T23:00:09.889906Z,42,636,30,p84182,0,0,None,0,,84182.jpg,2.5,272,28,0,142,0,73,False,77,3.85,,[],Areola,1.9,142,20,False,None,20,1.0,a,0,19,21,2022-07-01,0.0,615,69,51,195408,0,488161,0,0.0,12.1,Areola,0
0,1991-01-14,0,0,False,True,0,0,0,0,0,82143,None,,0,0,0,0,0.0,569,53,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wes,0.0,465,57,0,0,0,False,0.0,584,67,601,False,0.0,581,67,,0,has joined Aris Limassol permanently.,2025-09-11T13:43:36.667461Z,40,675,42,p82143,0,0,None,0,,82143.jpg,0.0,592,67,0,0,0,241,False,0,0,,[],Foderingham,0.2,370,52,False,None,0,0,u,0,19,21,2024-07-01,0.0,538,38,0,3874,0,43698,0,0.0,0.0,Foderingham,0
0,2002-09-24,0,0,False,True,0,0,0,0,0,483364,None,,0,0,-1,1,0.0,550,41,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Krisztián,0.0,447,48,0,0,0,False,0.0,568,58,602,False,0.0,565,58,,0,has joined MTK Budapest on loan for the rest of the season.,2026-01-15T12:52:30.178628Z,39,783,85,p483364,0,0,None,0,,483364.jpg,0.0,576,58,0,0,0,98,False,0,0,,[],Hegyi,0.2,395,57,False,None,0,0,u,0,19,21,2022-08-24,0.0,519,26,0,11331,0,22009,0,0.0,0.0,Hegyi,0
6,2004-12-29,3,381,False,True,100,100,9,0.3,161,613804,None,,0,0,-4,4,480.2,64,11,205,6.82,None,,1,2,1.2,2.2,6,2.51,0.08,3.08,0.1,0.57,43.65,1.45,0.02,El Hadji Malick,2.2,160,50,47,1.56,0,False,119.8,102,27,603,False,583.6,89,38,El Hadji Malick Diouf,2706,,2025-12-13T14:30:12.025609Z,41,669,159,p613804,0,0,None,0,,613804.jpg,3.2,158,56,0,125,0,189,False,0,0.0,,[],Diouf,2.4,125,49,False,None,30,1.0,a,44,19,21,2025-07-15,133.0,247,63,104,479876,0,980288,0,0.5,25.4,Diouf,6
0,1994-08-03,0,0,False,True,0,0,0,0,0,109533,None,,0,0,-1,1,0.0,668,257,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emerson,0.0,590,237,0,0,0,False,0.0,675,257,604,False,0.0,673,257,,0,has joined Marseille permanently.,2025-09-02T13:30:06.113081Z,44,534,102,p109533,0,0,None,0,,109533.jpg,0.0,682,257,0,0,0,106,False,0,0,,[],Palmieri dos Santos,0.0,587,209,False,None,0,0,u,0,19,21,2022-08-23,0.0,647,256,0,1719,0,20861,0,0.0,0.0,Emerson,0
0,1997-05-23,0,80,False,True,None,None,1,0.06,144,214048,None,,0,0,-5,5,55.8,359,127,160,9.24,None,,0,2,0.0,0.0,0,0.25,0.01,0.81,0.04,0.56,33.28,1.92,0.03,Maximilian,0.0,472,178,37,2.14,0,False,50.9,300,96,605,False,392.4,188,76,,1559,,None,40,684,166,p214048,0,0,None,0,,214048.jpg,1.7,392,143,0,43,0,241,False,0,0.0,,[],Kilman,0.1,441,166,False,None,17,0.98,a,16,19,21,2024-07-05,60.0,337,109,36,30991,0,52505,0,0.0,9.0,Kilman,4
0,1997-12-11,5,386,False,True,100,100,6,0.21,273,233963,None,,0,0,0,0,66.6,343,118,313,11.13,None,,2,2,2.5,3.5,8,0.70,0.02,3.17,0.11,2.47,41.03,1.46,0.09,Konstantinos,3.5,93,33,44,1.56,3,False,113.8,113,31,606,False,777.2,36,14,,2532,,2026-04-05T23:00:09.898611Z,45,427,86,p233963,2,0,None,0,,233963.jpg,3.9,70,26,0,103,0,83,False,0,0.0,,[],Mavropanos,2.6,118,44,False,None,27,0.96,a,40,19,21,2023-08-22,294.0,119,20,122,460159,0,129536,0,0.8,27.1,Mavropanos,2
0,1996-03-30,0,-1,False,True,0,0,0,0.0,14,210494,None,,0,0,-1,1,3.9,467,167,15,7.5,None,,0,2,0.0,0.0,0,0.03,0.02,0.13,0.07,0.10,3.42,1.71,0.05,Nayef,0.0,593,239,8,4.0,0,False,5.1,462,165,607,False,39.0,440,162,,180,has joined Marseille permanently.,2025-09-02T12:20:05.254985Z,44,540,107,p210494,0,0,None,0,,210494.jpg,1.5,421,153,0,8,0,145,False,0,0.0,,[],Aguerd,0.0,614,218,False,None,2,1.0,u,1,19,21,2022-06-21,8.0,431,162,3,1288,0,12380,0,0.0,0.7,N.Aguerd,0
1,2005-12-12,0,88,False,True,100,100,0,0.0,44,536109,5,,0,0,-2,2,82.1,323,107,74,10.15,None,,0,2,0.0,0.0,0,0.32,0.04,0.50,0.06,0.18,13.38,1.84,0.02,Ollie,0.0,574,235,16,2.2,0,False,24.6,383,132,608,False,142.2,354,133,,656,,2026-03-10T01:30:11.890314Z,43,614,138,p536109,0,0,None,0,,536109.jpg,1.6,411,150,0,35,0,241,False,0,0.0,,[],Scarles,0.0,626,223,False,None,9,1.23,a,30,19,21,2022-10-01,22.0,397,141,21,5219,0,7385,0,0.0,4.9,Scarles,2
1,1999-12-30,1,160,False,True,100,100,1,0.05,128,462116,None,,0,0,-2,2,66.6,342,117,165,8.17,None,,0,2,0.5,0.2,0,0.32,0.02,0.57,0.03,0.25,33.73,1.67,0.01,Jean-Clair,0.2,360,129,37,1.83,0,False,47.7,313,104,609,False,383.4,190,77,,1817,,2026-03-23T08:30:08.757802Z,43,597,132,p462116,0,0,None,0,,462116.jpg,2.0,346,129,0,89,1,73,False,0,0.0,,[],Todibo,0.1,491,178,False,None,22,1.09,a,37,19,21,2025-07-01,26.0,389,138,46,13494,0,21090,0,0.0,10.7,Todibo,5
3,1997-11-26,0,203,False,True,100,100,3,0.13,141,214590,None,,0,0,-4,4,305.6,144,36,174,7.53,None,,0,2,1.0,1.0,0,1.00,0.04,1.00,0.04,0.00,35.44,1.53,0.0,Aaron,1.0,275,98,43,1.86,0,False,77.2,213,76,610,False,432.0,165,68,,2080,,2025-12-13T14:30:12.044504Z,41,662,154,p214590,0,0,None,0,,214590.jpg,2.7,233,92,0,75,0,50,False,0,0.0,,[],Wan-Bissaka,4.3,87,27,False,None,23,1.0,a,33,19,21,2024-08-13,30.0,380,131,67,300045,0,2376588,0,0.2,16.3,Wan-Bissaka,4
0,2004-10-28,0,0,False,True,0,0,0,0,0,518438,None,,0,0,0,0,0.0,608,227,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kaelan,0.0,507,193,0,0,0,False,0.0,619,228,611,False,0.0,616,228,,0,has joined Leyton Orient on loan for the rest of the season.,2025-08-11T01:20:17.436361Z,40,724,186,p518438,0,0,None,0,,518438.jpg,0.0,626,227,0,0,0,241,False,0,0,,[],Casey,0.1,561,200,False,None,0,0,u,0,19,21,2022-11-01,0.0,577,223,0,0,0,13500,0,0.0,0.0,Casey,0
2,1997-08-27,8,291,False,True,0,0,3,0.18,30,224024,None,,0,0,-1,1,397.2,92,66,146,8.68,None,,1,3,0.0,0.0,0,2.00,0.12,4.85,0.29,2.85,24.22,1.44,0.17,Lucas,0.0,820,366,33,1.96,4,False,95.7,161,82,612,False,374.6,197,76,,1513,has joined Flamengo permanently.,2026-01-15T20:30:10.468843Z,59,93,61,p224024,0,0,None,0,,224024.jpg,3.8,84,40,0,76,1,30,False,0,0.0,,[],Tolentino Coelho de Lima,1.0,197,68,False,None,18,1.07,u,40,19,21,2022-08-29,186.0,201,105,69,897173,0,978768,0,0.0,11.7,L.Paquetá,5
2,1995-02-27,9,428,False,True,100,100,7,0.29,115,215439,None,,0,0,-3,3,191.9,214,142,224,9.21,None,,2,3,3.8,2.0,3,0.52,0.02,6.25,0.26,5.73,38.47,1.58,0.24,Tomáš,2.0,187,84,43,1.77,5,False,120.4,100,58,613,False,526.6,120,37,,2190,,2025-09-13T21:30:08.395458Z,57,115,73,p215439,0,0,None,0,,215439.jpg,2.9,211,81,0,66,1,57,False,0,0.0,,[],Souček,0.5,280,96,False,None,24,0.99,a,43,19,21,2020-07-28,483.0,58,33,103,82768,0,127580,0,0.4,18.1,Souček,3
4,2001-10-30,10,412,False,True,100,100,8,0.29,50,450070,2,,0,0,-1,1,460.9,68,53,215,7.83,None,,2,3,1.5,2.5,6,3.35,0.12,8.78,0.32,5.43,37.57,1.37,0.2,Crysencio,2.5,150,68,42,1.53,5,False,145.0,64,41,615,False,445.8,153,53,,2470,,2026-03-10T01:30:11.941511Z,54,167,103,p450070,0,0,None,0,,450070.jpg,3.5,121,52,0,120,0,152,False,0,0.0,,[],Summerville,1.6,158,52,False,None,29,1.06,a,45,19,21,2024-08-03,546.0,47,26,110,671253,0,475650,0,0.5,20.4,Summerville,6
0,1997-10-24,0,0,False,True,0,0,0,0,0,213999,None,,0,0,-1,1,0.0,788,343,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Edson,0.0,742,310,0,0,0,False,0.0,792,343,616,False,0.0,792,343,,0,Has joined Fenerbahçe on loan for the rest of the season.,2025-08-26T13:45:35.073930Z,49,305,190,p213999,0,0,None,0,,213999.jpg,0.0,792,343,0,0,0,139,False,0,0,,[],Álvarez Velázquez,0.0,600,225,False,None,0,0,u,0,19,21,2023-08-10,0.0,785,342,0,1147,0,16150,0,0.0,0.0,Álvarez,0
0,1996-09-27,0,0,False,True,0,0,0,0,0,149519,None,,0,0,-1,1,0.0,785,341,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Maxwel,0.0,735,306,0,0,0,False,0.0,789,341,617,False,0.0,789,341,,0,has joined Genoa on loan for the rest of the season.,2025-09-02T12:21:17.687537Z,49,285,175,p149519,0,0,None,0,,149519.jpg,0.0,789,341,0,0,0,54,False,0,0,,[],Cornet,0.0,721,298,False,None,0,0,u,0,19,21,2022-08-07,0.0,782,340,0,246,0,3237,0,0.0,0.0,Cornet,0
0,1994-04-12,0,30,False,True,0,0,1,0.51,4,197024,None,,0,0,-2,2,6.0,460,220,15,7.71,None,,0,3,0.0,0.0,0,0.04,0.02,0.07,0.04,0.03,2.59,1.33,0.02,Guido,0.0,727,302,2,1.03,0,False,1.7,493,222,618,False,9.8,481,213,,175,has joined Valencia on loan for the rest of the season.,2026-01-27T16:46:42.877713Z,48,348,219,p197024,0,0,None,0,,197024.jpg,1.3,446,196,0,10,0,10,False,0,0.0,,[],Rodríguez,0.0,619,237,False,None,2,1.03,u,1,19,21,2024-08-06,2.0,466,230,8,2295,0,6270,0,0.0,1.7,G.Rodriguez,1
0,2006-02-09,0,11,False,True,0,0,0,0.0,2,577114,None,,0,0,-1,1,14.5,425,208,11,8.18,None,,0,3,0.0,0.0,0,0.03,0.02,0.10,0.07,0.07,1.82,1.35,0.05,Luis Guilherme,0.0,759,322,2,1.49,0,False,2.5,483,217,619,False,9.2,482,214,,121,has joined Sporting CP permanently.,2026-01-07T10:24:45.612642Z,49,336,208,p577114,0,0,None,0,,577114.jpg,1.0,510,233,0,8,0,30,False,0,0.0,,[],Lira dos Santos,0.0,698,280,False,None,1,0.74,u,1,19,21,2024-06-14,4.0,450,221,5,868,0,3450,0,0.0,1.0,L.Guilherme,0
0,2004-09-05,0,3,False,True,0,0,0,0.0,0,490885,None,,0,0,0,0,1.5,486,234,0,0.0,None,,0,3,0.0,0.0,0,0.01,0.11,0.01,0.11,0.00,0.73,8.21,0.0,George,0.0,646,237,1,11.25,0,False,0.4,516,234,620,False,0.0,719,284,,8,has joined Bristol City on loan for the rest of the season.,2026-01-15T12:52:30.193987Z,45,447,267,p490885,0,0,None,0,,490885.jpg,1.0,490,218,0,0,0,241,False,0,0.0,,[],Earthy,0.0,618,236,False,None,0,0.0,u,0,19,21,2023-07-14,2.0,463,227,1,3770,0,9682,0,0.0,0.2,Earthy,0
0,2000-05-13,0,49,False,True,0,0,0,0.0,2,229384,None,,0,0,-2,2,52.3,365,190,22,12.69,None,,0,3,0.0,0.0,0,0.17,0.1,0.17,0.1,0.00,4.03,2.32,0.0,Andy,0.0,562,184,4,2.31,0,False,8.6,442,199,621,False,31.6,450,198,,156,has joined Sparta Prague permanently.,2026-01-19T15:40:15.184233Z,43,593,353,p229384,0,0,None,0,,229384.jpg,1.3,442,193,0,14,0,243,False,0,0.0,,[],Irving,0.2,387,133,False,None,2,1.15,u,6,19,21,2023-08-31,2.0,458,224,9,43311,0,57528,0,0.0,2.1,Irving,0
0,2006-02-18,0,0,False,True,0,0,0,0,0,518442,None,,0,0,-1,1,0.0,680,264,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,604,211,0,0,0,False,0.0,686,263,622,False,0.0,684,261,,0,has joined Stevenage on loan for the rest of the season.,2025-09-02T12:14:36.944075Z,44,560,337,p518442,0,0,None,0,,518442.jpg,0.0,692,268,0,0,0,241,False,0,0,,[],Orford,0.1,583,217,False,None,0,0,u,0,19,21,2022-11-01,0.0,659,255,0,1052,0,12054,0,0.0,0.0,Orford,0
1,2003-09-12,0,215,False,True,100,100,1,0.08,51,490142,None,,0,0,-2,2,141.3,258,162,119,9.22,None,,0,3,0.2,0.0,0,1.06,0.08,1.27,0.1,0.21,21.35,1.65,0.02,Freddie,0.0,567,188,25,1.94,0,False,37.1,344,164,623,False,191.2,316,138,,1162,,2026-02-14T16:00:06.838115Z,43,604,358,p490142,0,0,None,0,,490142.jpg,1.7,394,169,0,39,0,241,False,0,0.0,,[],Potts,0.5,266,91,False,None,12,0.93,a,29,19,21,2021-12-08,37.0,365,186,37,151269,0,178199,0,0.0,8.6,Potts,1
13,1996-12-20,28,731,False,True,None,None,8,0.21,73,178186,1,,0,0,-2,2,694.0,27,1,281,7.43,1,,5,4,4.0,4.5,12,5.21,0.14,12.43,0.33,7.22,58.16,1.54,0.19,Jarrod,4.5,52,9,63,1.66,9,False,238.9,8,3,624,True,881.4,18,3,,3406,,None,78,18,6,p178186,0,0,2,0,,178186.jpg,4.9,16,3,0,159,0,241,False,0,0.0,,[],Bowen,17.5,16,4,False,None,38,1.0,a,49,19,21,2020-01-31,813.0,14,7,187,4517725,0,4109146,0,0.6,24.0,Bowen,4
0,1993-02-09,0,28,False,True,0,0,1,0.22,7,91889,None,,0,0,-4,4,85.1,312,36,19,4.2,None,,0,4,0.0,0.0,0,0.21,0.05,1.14,0.26,0.93,8.59,1.9,0.21,Niclas,0.0,817,89,11,2.43,0,False,23.8,387,49,625,False,26.0,455,52,,407,has joined AC Milan on loan for the rest of the season.,2026-01-02T18:40:36.220660Z,56,122,34,p91889,0,0,None,0,,91889.jpg,1.5,427,50,0,10,0,80,False,0,0.0,,[],Füllkrug,0.6,260,39,False,None,5,1.11,u,2,19,21,2024-08-05,130.0,253,48,12,47611,0,393446,0,0.0,2.1,Füllkrug,0
0,2004-11-28,0,0,False,True,0,0,0,0.0,2,565431,None,,0,0,-2,2,0.1,500,63,3,4.66,None,,0,4,0.0,0.0,0,0.00,0.0,0.13,0.2,0.13,1.55,2.41,0.2,Callum,0.0,580,61,2,3.1,0,False,0.8,507,60,626,False,1.2,518,62,,58,has joined VfL Bochum 1848 on loan for the rest of the season.,2026-01-08T10:37:12.178122Z,43,620,88,p565431,0,0,None,0,,565431.jpg,1.0,480,57,0,1,0,242,False,0,0.0,,[],Marshall,0.5,272,43,False,None,0,0.0,u,0,19,21,2023-09-26,7.0,436,60,2,63604,0,108749,0,0.0,0.5,Marshall,0
0,1997-04-13,0,219,False,True,None,None,4,0.26,49,158534,None,,0,0,-3,3,124.5,279,80,93,6.07,None,,0,2,0.8,1.8,6,0.37,0.02,1.50,0.09,1.13,27.62,1.8,0.07,Kyle,1.8,194,66,25,1.63,1,False,49.8,306,100,659,False,267.0,268,107,,1378,,None,42,639,141,p158534,0,0,None,0,,158534.jpg,2.3,303,116,0,59,0,241,False,0,0.0,,[],Walker-Peters,0.3,346,124,False,None,15,0.98,a,44,19,21,2025-07-20,106.0,277,79,53,39154,0,58832,0,0.4,12.6,Walker-Peters,2
2,1992-02-27,7,296,False,True,100,100,1,0.07,10,75115,None,,0,0,-2,2,109.0,291,33,41,2.99,None,,1,4,2.0,2.2,5,0.54,0.04,8.14,0.59,7.60,21.49,1.57,0.55,Callum,2.2,168,25,24,1.75,7,False,91.1,172,26,671,False,305.2,241,23,,1234,,2026-04-08T15:00:09.529188Z,58,101,28,p75115,0,0,None,0,,75115.jpg,2.5,279,31,0,27,0,241,False,0,0.0,,[],Wilson,0.6,259,38,False,None,11,0.8,a,4,19,21,2025-08-02,509.0,52,22,80,218506,0,226058,0,0.4,13.8,Wilson,1
1,2000-07-11,8,282,False,True,None,None,7,0.39,20,467189,None,,0,0,-3,3,20.0,414,7,0,0.0,None,,2,1,2.8,4.0,7,0.01,0.0,0.01,0.0,0.00,23.98,1.33,0.0,Mads,4.0,67,6,28,1.56,0,False,44.2,326,21,679,False,422.0,171,21,,1620,,None,42,647,34,p467189,0,0,None,0,,467189.jpg,4.2,44,4,0,168,0,58,False,55,3.06,,[],Hermansen,1.0,199,24,False,None,18,1.0,a,0,19,21,2025-08-09,0.0,619,73,76,160951,0,77084,0,1.0,18.1,Hermansen,0
4,2004-07-10,7,659,False,True,100,100,8,0.24,84,551226,4,,0,0,0,0,622.8,34,31,369,11.01,None,,1,3,3.0,4.8,9,2.96,0.09,4.95,0.15,1.99,48.30,1.44,0.06,Mateus Gonçalo,4.8,35,14,50,1.49,3,False,146.3,62,40,708,False,657.2,64,17,Mateus Fernandes,3017,,2026-01-15T20:30:10.600167Z,55,147,92,p551226,0,0,None,0,,551226.jpg,3.8,83,39,0,182,0,173,False,0,0.0,,[],Espanha Fernandes,0.6,247,87,False,None,35,1.04,a,103,19,21,2025-08-29,183.0,207,108,135,177675,0,105524,0,0.9,24.5,M.Fernandes,7
0,2003-10-08,2,185,False,True,None,None,2,0.19,33,564940,None,,0,0,0,0,83.4,319,176,127,11.77,None,,0,3,0.2,0.2,0,0.32,0.03,0.76,0.07,0.44,19.03,1.76,0.04,Soungoutou,0.2,385,174,23,2.13,1,False,31.0,367,173,718,False,182.0,323,143,,971,,None,50,275,169,p564940,0,0,None,0,,564940.jpg,1.9,363,155,0,54,0,73,False,0,0.0,,[],Magassa,0.0,660,261,False,None,11,1.02,a,40,19,21,2025-08-30,44.0,353,183,42,5660,0,5281,0,0.0,8.4,S.Magassa,4
0,1985-04-18,0,0,False,True,100,100,0,0,0,37096,None,,0,0,0,0,0.0,693,88,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lukasz,0.0,622,90,0,0,0,False,0.0,700,94,738,False,0.0,698,94,,0,,2026-01-05T18:30:10.223348Z,45,408,22,p37096,0,0,None,0,,37096.jpg,0.0,704,94,0,0,0,172,False,0,0,,[],Fabianski,0.0,586,80,False,None,0,0,a,0,19,21,2025-09-10,0.0,674,78,0,8920,0,6586,0,0.0,0.0,Fabianski,0
0,2007-01-16,0,18,False,True,None,None,0,0.0,5,602903,None,,0,0,0,0,34.9,389,140,5,3.98,None,,0,2,0.0,0.0,0,0.49,0.39,0.61,0.49,0.12,3.21,2.56,0.1,Ezra,0.0,526,209,3,2.39,0,False,6.6,455,163,747,False,21.8,462,169,,113,,None,40,743,202,p602903,0,0,None,0,,602903.jpg,1.0,472,172,0,6,0,241,False,0,0.0,,[],Mayers,0.0,623,221,False,None,0,0.0,a,0,19,21,2024-11-29,9.0,430,161,6,3005,0,2657,0,0.0,1.5,Mayers,0
0,2007-11-04,0,0,False,True,None,None,0,0,0,643473,None,,0,0,0,0,0.0,633,248,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Airidas,0.0,536,218,0,0,0,False,0.0,644,249,752,False,0.0,641,249,,0,,None,40,754,212,p643473,0,0,None,0,,643473.jpg,0.0,651,248,0,0,0,241,False,0,0,,[],Golambeckis,0.0,632,226,False,None,0,0,a,0,19,21,2025-07-23,0.0,604,246,0,2885,0,2514,0,0.0,0.0,Golambeckis,0
0,2005-09-20,0,29,False,True,None,None,0,0.0,3,630699,None,,0,0,0,0,13.2,429,211,16,21.49,None,,0,3,0.0,0.2,1,0.04,0.05,0.11,0.14,0.07,2.00,2.69,0.09,Mohamadou,0.2,372,164,1,1.34,0,False,4.0,471,210,758,False,18.0,467,207,,67,,None,45,514,321,p630699,0,0,None,0,,630699.jpg,0.8,531,245,0,7,0,73,False,0,0.0,,[],Kanté,0.0,730,304,False,None,0,0.0,a,6,19,21,2024-08-22,12.0,422,206,9,2553,0,1680,0,0.0,2.0,Mohamadou Kanté,2
1,2004-01-02,0,102,False,True,100,100,3,0.33,18,530335,None,,0,0,-1,1,191.5,216,21,72,7.91,None,,0,4,1.5,1.2,1,1.11,0.12,2.16,0.24,1.05,12.82,1.41,0.12,Pablo Felipe,1.2,264,34,12,1.32,0,False,41.3,337,42,785,False,111.8,385,44,Pablo,819,,2026-02-11T13:00:10.463810Z,54,175,41,p530335,0,0,None,0,,530335.jpg,1.9,367,40,0,28,0,30,False,0,0.0,,[],Pereira de Jesus,0.0,696,89,False,None,10,1.1,a,26,19,21,2026-01-02,108.0,276,50,26,7342,0,5527,0,0.2,4.8,Pablo,0
1,1998-10-03,5,243,False,True,None,None,9,0.59,29,247670,None,,0,0,0,0,175.5,229,24,71,4.62,None,,0,4,2.2,4.0,8,0.81,0.05,6.56,0.42,5.75,19.75,1.28,0.37,Valentín,4.0,76,12,16,1.04,6,False,103.9,140,22,791,False,280.6,259,25,,1384,,None,55,140,35,p247670,0,0,None,0,,247670.jpg,3.4,137,14,0,31,0,10,False,0,0.0,,[],Castellanos,0.3,311,51,False,None,17,1.11,a,11,19,21,2026-01-05,595.0,38,17,61,85487,0,43766,0,0.7,11.1,Taty,6
0,2003-11-18,0,0,False,True,None,None,0,0,0,572702,None,,0,0,0,0,0.0,815,362,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Keiber,0.0,778,336,0,0,0,False,0.0,816,362,802,False,0.0,816,362,,0,,None,50,278,171,p572702,0,0,None,0,,572702.jpg,0.0,816,362,0,0,0,233,False,0,0,,[],Lamadrid,0.0,767,327,False,None,0,0,a,0,19,21,2026-01-22,0.0,812,361,0,733,0,558,0,0.0,0.0,Lamadrid,0
0,1998-03-11,1,186,False,True,None,None,6,0.43,74,220362,None,,0,0,0,0,19.9,415,151,88,6.32,None,,0,2,1.8,2.5,6,0.03,0.0,1.13,0.08,1.10,18.54,1.33,0.08,Axel,2.5,145,46,17,1.22,0,False,32.4,360,122,815,False,220.8,293,115,,1254,,None,45,422,82,p220362,1,0,None,0,,220362.jpg,3.5,113,42,0,32,0,73,False,0,0.0,,[],Disasi,0.2,393,145,False,None,14,1.0,a,14,19,21,2026-02-02,84.0,306,93,49,41500,0,18529,0,0.6,10.9,Disasi,1
0,2006-01-18,0,0,False,True,None,None,0,0,0,553742,None,,0,0,0,0,0.0,613,77,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Finlay,0.0,513,80,0,0,0,False,0.0,624,87,825,False,0.0,621,87,,0,,None,40,730,66,p553742,0,0,None,0,,553742.jpg,0.0,631,87,0,0,0,241,False,0,0,,[],Herrick,0.0,790,93,False,None,0,0,a,0,19,21,2024-08-02,0.0,583,62,0,488,0,198,0,0.0,0.0,Herrick,0
0,1993-03-25,0,117,False,True,0,0,0,0.0,24,101982,None,,0,0,-1,1,0.1,501,18,0,0.0,None,,0,1,0.0,0.0,0,0.02,0.0,0.02,0.0,0.00,18.59,1.55,0.0,Sam,0.0,589,88,24,2.0,0,False,30.8,368,23,627,False,308.0,240,23,,1080,Shoulder injury - Expected back 25 May,2026-04-09T16:30:11.143730Z,44,533,25,p101982,1,0,None,0,,101982.jpg,1.8,379,37,0,107,0,241,False,39,3.25,https://www.wolves.co.uk/news/features/20260409-preview-west-ham-vs-wolves/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Johnstone,0.1,448,64,False,None,12,1.0,i,2,20,39,2024-08-30,0.0,646,76,21,21265,0,27220,0,0.0,4.8,Johnstone,0
0,1993-01-17,8,303,False,True,100,100,4,0.17,46,149065,None,,0,0,-3,3,10.0,440,11,0,0.0,None,,2,1,1.2,2.2,6,0.04,0.0,0.04,0.0,0.00,35.24,1.53,0.0,José,2.2,161,15,37,1.61,0,False,52.8,293,19,628,False,514.2,126,19,José Sá,2070,,2026-05-01T15:00:10.548658Z,42,638,31,p149065,0,0,None,0,,149065.jpg,3.0,190,23,0,217,0,173,False,65,2.83,,[],Malheiro de Sá,1.1,190,23,False,None,23,1.0,a,1,20,39,2021-07-15,0.0,616,70,68,132847,0,228864,0,0.5,16.2,José Sá,2
0,1993-07-13,0,24,False,True,100,100,0,0.0,5,79602,None,,0,0,-1,1,0.0,533,27,0,0.0,None,,0,1,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,5.10,1.7,0.0,Daniel,1.0,271,20,7,2.33,0,False,6.5,456,35,629,False,65.4,421,35,,270,,2026-01-15T19:30:10.431067Z,39,761,71,p79602,0,0,None,0,,79602.jpg,2.0,341,33,0,26,0,241,False,7,2.33,,[],Bentley,0.5,274,36,False,None,3,1.0,a,0,20,39,2023-01-25,0.0,502,12,6,28036,0,58934,0,0.3,1.5,Bentley,0
0,1997-06-17,0,86,False,True,0,0,0,0.0,93,516939,None,,0,0,-3,3,76.0,334,113,125,10.23,None,,0,2,0.0,0.0,0,0.40,0.03,0.97,0.08,0.57,18.26,1.49,0.05,Emmanuel,0.0,551,227,29,2.37,0,False,46.4,320,106,631,False,312.2,237,94,,1100,has joined Besiktas permanently.,2026-02-08T15:58:03.693568Z,42,651,150,p516939,0,0,None,0,,516939.jpg,1.6,410,149,0,65,1,54,False,0,0.0,,[],Agbadou,0.1,463,172,False,None,12,0.98,u,32,20,39,2025-01-09,75.0,314,99,23,24605,0,63793,0,0.0,5.5,Agbadou,1
